chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items
ch1597,134,134,reference,12.0,"Скачиваемый CSV-файл со статистикой имеет поля, описание которых приведено в таблице ниже.","(56.66400146484375, 595.8699951171875, 569.8640747070312, 609.7899780273438)",,
ch1598,134,134,reference,11.04,Таблица 9 – Структура полей выгружаемого CSV-файла со статистикой,"(56.66400146484375, 636.5932006835938, 439.7300109863281, 649.3995971679688)",,
ch1599,134,134,paragraph,12.0,Название поля Описание,"(62.42399978637695, 658.989990234375, 150.41000366210938, 672.9099731445312)",,
ch1600,134,134,paragraph,12.0,mailing_id Идентификатор рассылки,"(62.42399978637695, 682.7799682617188, 121.37000274658203, 696.699951171875)",,
ch1601,134,134,paragraph,12.0,"mailing_type Тип рассылки (target - целевая, info - информационная)","(62.42399978637695, 706.780029296875, 136.49000549316406, 720.7000122070312)",,
ch1602,134,134,paragraph,12.0,mailing_title Название рассылки,"(62.42399978637695, 730.780029296875, 132.1699981689453, 744.7000122070312)",,
ch1603,134,134,paragraph,12.0,customer_messenger_id Идентификатор клиента,"(62.42399978637695, 754.5599975585938, 199.6300048828125, 768.47998046875)",,
ch1604,134,134,paragraph,12.0,customer_create_date Дата и время первого подключения клиента к боту,"(62.42399978637695, 778.5599975585938, 192.6699981689453, 792.47998046875)",,
ch1605,135,135,paragraph,12.0,135 Название поля Описание,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,
ch1606,135,135,paragraph,12.0,customer_name Имя клиента (как было задано в мессенджере во время первого подключения к боту),"(62.42399978637695, 72.9799575805664, 154.72999572753906, 86.89995574951172)",,
ch1607,135,135,paragraph,12.0,customer_phone Подтвержденный клиентом номер телефона,"(62.42399978637695, 114.28995513916016, 158.58999633789062, 128.2099609375)",,
ch1608,135,135,paragraph,12.0,stats_create_datestats_time Дата и время выполнения действий блока (node_to),"(62.42399978637695, 138.2899627685547, 226.77999877929688, 152.2099609375)",,
ch1609,135,135,paragraph,12.0,node_from_id Идентификатор блока–источника перехода,"(62.42399978637695, 162.0499725341797, 141.77000427246094, 175.969970703125)",,
ch1610,135,135,paragraph,12.0,node_from_name Название блока–источника перехода (или событие start),"(62.42399978637695, 186.0499725341797, 163.14999389648438, 199.969970703125)",,
ch1611,135,135,paragraph,12.0,"node_to_id Идентификатор блока, действия которого были выполнены","(62.42399978637695, 227.34996032714844, 128.3300018310547, 241.26995849609375)",,
ch1612,135,135,paragraph,12.0,"node_to_name Название блока, действия которого были выполнены","(62.42399978637695, 268.6600036621094, 149.69000244140625, 282.58001708984375)",,
ch1613,135,135,paragraph,12.0,"edge_type Тип связи между блоком-источником и блоком, действия которого были выполнены:","(62.42399978637695, 292.6600036621094, 126.16999816894531, 306.58001708984375)",,
ch1614,135,135,paragraph,12.0,timeout – задержка после отправки сообщения из блока-источника;,"(239.3800048828125, 333.4599609375, 564.3119506835938, 347.3799743652344)",,
ch1615,135,135,paragraph,12.0,button_click – нажатие кнопки в блоке-источнике;,"(239.3800048828125, 374.27996826171875, 528.8200073242188, 388.1999816894531)",,
ch1616,135,135,paragraph,12.0,direct – связь от события start (при этом задержка может быть ненулевой).,"(239.3800048828125, 397.5599670410156, 564.4459838867188, 411.47998046875)",,
ch1617,135,135,paragraph,12.0,"edge_button_id Идентификатор кнопки, которая нажата в блоке- источнике перехода","(62.42399978637695, 438.8599853515625, 154.49000549316406, 452.7799987792969)",,
ch1618,135,135,paragraph,12.0,"edge_button_name Название кнопки, которая нажата в блоке-источнике перехода","(62.42399978637695, 480.1399841308594, 176.11000061035156, 494.05999755859375)",,
ch1619,135,135,paragraph,12.0,"args Аргументы, указанные при генерации события, которое инициировало начало этой рассылки для данного клиента","(62.42399978637695, 521.4500122070312, 89.90399932861328, 535.3699951171875)",,
ch1620,135,135,paragraph,22.08,Отладка,"(56.66400146484375, 586.1903076171875, 153.86216735839844, 613.7461547851562)",,
ch1621,135,135,paragraph,12.0,"При работе с рассылками, которые начинаются при возникновении события, часто необходимо узнать, почему клиент или множество клиентов не получили рассылку. В консоли маркетолога есть специальный раздел «Отладка», который помогает разобраться, что произошло после возникновения определенного события (вкладка «События») или запуска рассылки (вкладка «Рассылки»).","(56.66400146484375, 628.989990234375, 569.9900512695312, 642.9099731445312)",,
ch1622,136,136,paragraph,12.0,136,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,
ch1623,136,136,reference,11.04,Рисунок 179 — Раздел «Отладка»,"(226.17999267578125, 305.06317138671875, 400.1000061035156, 317.86956787109375)",,
ch1624,136,136,paragraph,18.0,Аудит вызовов событий,"(56.66400146484375, 329.9019775390625, 264.34600830078125, 352.365966796875)",,
ch1625,136,136,reference,12.0,"На вкладке «События» можно найти информацию о попытках сгенерировать то или иное событие. Поиск возможен по дате события, а также по его характеристикам. (для этого нужно нажать на иконку фильтра, см. Рисунок 180):","(56.66400146484375, 363.9599609375, 569.4959106445312, 377.8799743652344)",135,
ch1626,136,136,reference,11.04,Рисунок 180 — Поиск события по его характеристикам,"(169.27000427246094, 674.3031616210938, 457.010009765625, 687.1095581054688)",,
ch1627,136,136,reference,12.0,"Перечень доступных фильтров и их описание приведены в таблице 10. Между собой фильтры применяются по условию «И», т. е. возвращаются результаты, удовлетворяющие всем фильтрам.","(56.66400146484375, 697.1799926757812, 570.0218505859375, 711.0999755859375)",136,
ch1628,137,137,paragraph,12.0,137,"(303.7200012207031, 810.47998046875, 323.0400085449219, 824.3999633789062)",,
ch1629,137,137,reference,11.04,Таблица 10 — Описание фильтров для поиска событий,"(56.66400146484375, 42.42315673828125, 343.46002197265625, 55.229557037353516)",,
ch1630,137,137,paragraph,12.0,Фильтр Описание,"(62.42399978637695, 64.81998443603516, 106.97000122070312, 78.73998260498047)",,
ch1631,137,137,paragraph,12.0,Дата Дата попытки сгенерировать событие. Единственный обязательный фильтр для выполнения поиска.,"(62.42399978637695, 85.93997955322266, 94.24800109863281, 99.85997772216797)",,
ch1632,137,137,paragraph,12.0,Название события В этом фильтре может быть указано полное название события или его часть (выполняется поиск заданной подстроки в названии события).,"(62.42399978637695, 120.28995513916016, 170.11000061035156, 134.2099609375)",,
ch1633,137,137,paragraph,12.0,"Список идентификаторов рассылок Идентификаторы рассылок, которые начаты в результате вызова события. Фильтр применяется по условию «ИЛИ», т. е. возвращаются результаты, удовлетворяющие хотя бы одному из заданных значений.","(62.42399978637695, 168.2899627685547, 107.64000701904297, 182.2099609375)",,
ch1634,137,137,paragraph,12.0,"Список launch_result_ids Идентификаторы запусков (launch_customer_ids или sms_launch_customer_ids или delayed_trigger_event_id, или unsubscribed_trigger_event_id), полученные в результате генерирования событий. Фильтр применяется по условию «ИЛИ», т. е. возвращаются результаты, удовлетворяющие хотя бы одному из заданных значений.","(62.42399978637695, 230.7100067138672, 107.64000701904297, 244.6300048828125)",,
ch1635,137,137,paragraph,12.0,"Идентификатор бота В этом фильтре может быть указано полное системное название бота или его часть, т. е. выполняется поиск заданной подстроки.","(62.42399978637695, 321.219970703125, 154.89601135253906, 335.1399841308594)",,
ch1636,137,137,paragraph,12.0,"Идентификатор клиента Идентификатор клиента, для которого началась рассылка в результате возникновения события.","(62.42399978637695, 356.03997802734375, 154.89601135253906, 369.9599914550781)",,
ch1637,137,137,paragraph,12.0,"Имя клиента Имя клиента, для которого началась рассылка в результате возникновения события.","(62.42399978637695, 390.5999755859375, 136.00999450683594, 404.5199890136719)",,
ch1638,137,137,paragraph,12.0,"Номер телефона Полный номер телефона клиента или его часть, для которого началась рассылка в результате возникновения события. Т.е. выполняется поиск заданной подстроки","(62.42399978637695, 424.91998291015625, 161.7100067138672, 438.8399963378906)",,
ch1639,137,137,paragraph,12.0,Типы запуска рассылки по событию Позволяет отфильтровать события по «последствиям» запуска. Можно задать одно или несколько значений из:,"(62.42399978637695, 472.9399719238281, 142.1640167236328, 486.8599853515625)",,
ch1640,137,137,list_block,12.0,"• «Ожидание подтверждения телефона» – события, в результате вызова которых началось ожидание подтверждения клиентом номера телефона (случай, когда в результате вызова события возвращается delayed_trigger_event_id).
• «Ожидание подписки на бота в мессенджере» – события, в результате вызова которых началось ожидание подписки клиента на бота в мессенджере (случай, когда в результате вызова события возвращается unsubscribed_trigger_event_id).
• «Передано в транспорт мессенджера» – события, в результате вызова которых началось отправка рассылки в мессенджер (случай, когда в результате вызова события возвращается launch_customer_ids).","(207.42999267578125, 506.95556640625, 212.94952392578125, 521.65673828125)",,"['• «Ожидание подтверждения телефона» – события, в результате вызова которых началось ожидание подтверждения клиентом номера телефона (случай, когда в результате вызова события возвращается delayed_trigger_event_id).', '• «Ожидание подписки на бота в мессенджере» – события, в результате вызова которых началось ожидание подписки клиента на бота в мессенджере (случай, когда в результате вызова события возвращается unsubscribed_trigger_event_id).', '• «Передано в транспорт мессенджера» – события, в результате вызова которых началось отправка рассылки в мессенджер (случай, когда в результате вызова события возвращается launch_customer_ids).']"
ch1643,138,138,paragraph,12.0,138 Фильтр Описание,"(303.239990234375, 810.47998046875, 323.2799987792969, 824.3999633789062)",,
ch1644,138,138,list_block,12.0,"• «Передано в SMS-провайдер» – события, в результате вызова которых началось отправка SMS-рассылки (через SMS-провайдер, случай, когда в результате вызова события возвращается sms_launch_customer_ids).","(207.42999267578125, 73.155517578125, 212.94952392578125, 87.856689453125)",,"['• «Передано в SMS-провайдер» – события, в результате вызова которых началось отправка SMS-рассылки (через SMS-провайдер, случай, когда в результате вызова события возвращается sms_launch_customer_ids).']"
ch1645,138,138,paragraph,12.0,Результат вызова события Статус-код запроса вызова события:,"(62.42399978637695, 146.9299774169922, 164.4720001220703, 160.8499755859375)",,
ch1646,138,138,list_block,12.0,"• 200 — запрос выполнен успешно;
• 40X – различные виды ошибок.","(207.42999267578125, 167.0255126953125, 212.94952392578125, 181.7266845703125)",,"['• 200 — запрос выполнен успешно;', '• 40X – различные виды ошибок.']"
ch1648,138,138,paragraph,12.0,"Список возможных источников события Один или несколько источников, откуда сгенерировано событие:","(62.42399978637695, 213.1899871826172, 172.8719940185547, 227.1099853515625)",,
ch1649,138,138,list_block,12.0,"• Рассылка – события, сгенерированные из сценария рассылки (действие «Сгенерировать событие» в конструкторе рассылок);
• Интерфейс – события, сгенерированные из консоли маркетолога;
• API – события, сгенерированные путем вызова одного из запросов API;
• Системное событие – системные события, сгенерированные ботом (в текущей версии Maxbot это «Подтверждение номера телефона» и «Добавление нового клиента»).","(207.42999267578125, 247.20550537109375, 212.94952392578125, 261.90667724609375)",,"['• Рассылка – события, сгенерированные из сценария рассылки (действие «Сгенерировать событие» в конструкторе рассылок);', '• Интерфейс – события, сгенерированные из консоли маркетолога;', '• API – события, сгенерированные путем вызова одного из запросов API;', '• Системное событие – системные события, сгенерированные ботом (в текущей версии Maxbot это «Подтверждение номера телефона» и «Добавление нового клиента»).']"
ch1653,138,138,paragraph,12.0,Состояние запусков рассылки для клиента Статус запуска рассылки для клиента:,"(62.42399978637695, 464.29998779296875, 181.9920196533203, 478.2200012207031)",,
ch1654,138,138,list_block,12.0,"• «Готов к отправке» — рассылка готова к началу, но еще не началась;
• «Рассылка началась успешно»;
• «Ошибка при запуске рассылки»;
• «Пропущен, в рассылке нет SMS-блока» — сгенерировано событие для отправки SMS, но в рассылке нет SMS-блока;
• «Пропущен, входит в аудиторию другой рассылки»;
• «Клиент отписался от рассылок»;
• «Клиент не оплачен»;
• «Клиент уже получал рассылку»;
• «Рассылка не успела начаться» – рассылка не началась, т. к. ее остановили, не успев начать ее для клиента;
• «Ошибка при запуске SMS-рассылки»;","(207.42999267578125, 484.3955383300781, 212.94952392578125, 499.0967102050781)",,"['• «Готов к отправке» — рассылка готова к началу, но еще не началась;', '• «Рассылка началась успешно»;', '• «Ошибка при запуске рассылки»;', '• «Пропущен, в рассылке нет SMS-блока» — сгенерировано событие для отправки SMS, но в рассылке нет SMS-блока;', '• «Пропущен, входит в аудиторию другой рассылки»;', '• «Клиент отписался от рассылок»;', '• «Клиент не оплачен»;', '• «Клиент уже получал рассылку»;', '• «Рассылка не успела начаться» – рассылка не началась, т. к. ее остановили, не успев начать ее для клиента;', '• «Ошибка при запуске SMS-рассылки»;']"
ch1664,139,139,paragraph,12.0,139 Фильтр Описание,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,
ch1665,139,139,list_block,12.0,"• «Ошибка при вызове внешней системы в SMS-блоке»;
• «Ошибка при генерации диплинка для SMS-блока» — при отправке SMS-рассылки с лендингом при генерации диплинка возникла ошибка;
• «Телефон подтвержден до попытки отправить SMS» — клиент подтвердил номер телефона до отправки SMS, отправка будет осуществлена через мессенджер;
• «Ожидает подписки клиента в мессенджере» — начало рассылки отложено до подписки клиентом на бота в мессенджере;
• «Ожидает подтверждения номера телефона» — начало рассылки отложено до подтверждения клиентом номера телефона.","(207.42999267578125, 73.155517578125, 212.94952392578125, 87.856689453125)",,"['• «Ошибка при вызове внешней системы в SMS-блоке»;', '• «Ошибка при генерации диплинка для SMS-блока» — при отправке SMS-рассылки с лендингом при генерации диплинка возникла ошибка;', '• «Телефон подтвержден до попытки отправить SMS» — клиент подтвердил номер телефона до отправки SMS, отправка будет осуществлена через мессенджер;', '• «Ожидает подписки клиента в мессенджере» — начало рассылки отложено до подписки клиентом на бота в мессенджере;', '• «Ожидает подтверждения номера телефона» — начало рассылки отложено до подтверждения клиентом номера телефона.']"
ch1670,139,139,paragraph,12.0,"В результате применения фильтров отображаются записи о попытках сгенерировать события, удовлетворяющие всем заданным условиям.","(56.66400146484375, 334.89996337890625, 569.5200805664062, 348.8199768066406)",,
ch1671,139,139,paragraph,12.0,Есть два режима отображения результатов:,"(56.66400146484375, 375.719970703125, 309.8399963378906, 389.6399841308594)",,
ch1672,139,139,list_block,12.0,"• режим карточек (см. Рисунок 181);
• режим списка (см. Рисунок 182).","(56.66400146484375, 399.175537109375, 62.18353271484375, 413.876708984375)",,"['• режим карточек (см. Рисунок 181);', '• режим списка (см. Рисунок 182).']"
ch1674,139,139,reference,11.04,Рисунок 181 — Просмотр найденных событий (режим карточек),"(148.85000610351562, 755.4431762695312, 477.4300231933594, 768.2495727539062)",,
ch1675,140,140,paragraph,12.0,140,"(302.5199890136719, 810.47998046875, 324.0, 824.3999633789062)",,
ch1676,140,140,reference,11.04,Рисунок 182 — Просмотр найденных событий (режим списка),"(153.91000366210938, 285.6231689453125, 472.6300048828125, 298.4295654296875)",,
ch1677,140,140,paragraph,12.0,"Режимы отличаются только визуально, переключение между ними выполняется при помощи иконки справа от фильтра.","(56.66400146484375, 308.4999694824219, 569.5321044921875, 322.41998291015625)",,
ch1678,140,140,reference,12.0,При нажатии на ссылку в поле «ID» можно перейти на страницу с детальной информацией о сгенерированном событии. Эта страница разделяется на две части. В верхней части страницы отображается общая информация о сгенерированном событии (см. Рисунок 183):,"(56.66400146484375, 349.3199768066406, 569.7639770507812, 363.239990234375)",140,
ch1679,140,140,list_block,12.0,"• ID — идентификатор записи о генерации события в журнале аудита событий;
• Источник — источник, откуда пришел запрос на генерацию события. См. «Список возможных источников события» выше;
• Рассылка — название рассылки, если событие было сгенерировано из сценария рассылки;
• Дата — дата генерации события;
• Название события из запроса — название события, как оно было указано в запросе;
• ID события — идентификатор события в системе;
• ID клиента — идентификатор клиента, для которого было сгенерировано событие;
• Мессенджер — мессенджер клиента, для которого было сгенерировано событие;
• Телефон — телефон клиента, для которого было сгенерировано событие;
• Тип — тип запроса на генерацию события. Возможные варианты:
• По идентификатору клиента;
• По номеру телефона;
• Для рассылок с фиксированной аудиторией;","(56.66400146484375, 425.09552001953125, 62.18353271484375, 439.79669189453125)",,"['• ID — идентификатор записи о генерации события в журнале аудита событий;', '• Источник — источник, откуда пришел запрос на генерацию события. См. «Список возможных источников события» выше;', '• Рассылка — название рассылки, если событие было сгенерировано из сценария рассылки;', '• Дата — дата генерации события;', '• Название события из запроса — название события, как оно было указано в запросе;', '• ID события — идентификатор события в системе;', '• ID клиента — идентификатор клиента, для которого было сгенерировано событие;', '• Мессенджер — мессенджер клиента, для которого было сгенерировано событие;', '• Телефон — телефон клиента, для которого было сгенерировано событие;', '• Тип — тип запроса на генерацию события. Возможные варианты:', '• По идентификатору клиента;', '• По номеру телефона;', '• Для рассылок с фиксированной аудиторией;']"
ch1692,141,141,paragraph,12.0,141,"(304.20001220703125, 810.47998046875, 322.32000732421875, 824.3999633789062)",,
ch1693,141,141,list_block,12.0,"• Запрос — тело запроса на генерацию события. Для просмотра и копирования нужно навести мышью на «глазок»;
• Статус-код — HTTP status code ответа на запрос генерации события;
• Ответ — тело ответа на запрос генерации события. Для просмотра и копирования нужно навести мышью на «глазок».","(56.66400146484375, 42.675537109375, 62.18353271484375, 57.376708984375)",,"['• Запрос — тело запроса на генерацию события. Для просмотра и копирования нужно навести мышью на «глазок»;', '• Статус-код — HTTP status code ответа на запрос генерации события;', '• Ответ — тело ответа на запрос генерации события. Для просмотра и копирования нужно навести мышью на «глазок».']"
ch1696,141,141,reference,11.04,Рисунок 183 — Общая информация о сгенерированном событии,"(145.25, 383.08319091796875, 481.27001953125, 395.88958740234375)",,
ch1697,141,141,paragraph,12.0,"В нижней части страницы отображается информация о рассылках, начавшихся в результате возникновения события, либо информация о начавшемся ожидании подтверждения номера телефона или подписки клиента в мессенджере. Информация на странице с деталями события позволяет понять, началась ли рассылка при вызове события, а также ответить на вопросы – если рассылка началась, то какая, и если не началась, то почему. Далее в подразделах приведены примеры вывода такой информации.","(56.66400146484375, 405.9599609375, 570.0880126953125, 419.8799743652344)",,
ch1698,141,141,paragraph,12.0,Рассылка в мессенджер (одна или несколько) началась сразу после возникновения события,"(56.66400146484375, 539.9299926757812, 569.4718627929688, 553.8499755859375)",,
ch1699,141,141,reference,12.0,Сведения о начавшихся рассылках в мессенджере содержат (см. Рисунок 184):,"(56.66400146484375, 580.7300415039062, 512.7099609375, 594.6500244140625)",141,
ch1700,141,141,list_block,12.0,"• ID — идентификатор записи о генерации события в журнале аудита событий;
• Дата — дата генерации события;
• MID — идентификатор начавшейся рассылки. При нажатии на ссылку можно перейти на страницу с информацией о ходе выполнения рассылки для этого клиента. Подробнее это описано в разделе","(56.66400146484375, 604.20556640625, 62.18353271484375, 618.90673828125)",,"['• ID — идентификатор записи о генерации события в журнале аудита событий;', '• Дата — дата генерации события;', '• MID — идентификатор начавшейся рассылки. При нажатии на ссылку можно перейти на страницу с информацией о ходе выполнения рассылки для этого клиента. Подробнее это описано в разделе']"
ch1703,141,141,paragraph,12.0,Просмотр хода выполнения рассылок,"(277.0799865722656, 688.7799682617188, 494.5321350097656, 702.699951171875)",145,
ch1704,141,141,paragraph,12.0,;,"(494.8299865722656, 688.7799682617188, 500.7099914550781, 702.699951171875)",145,
ch1705,141,141,list_block,12.0,"• Рассылка — название рассылки, которая началась в результате вызова события. При клике по ссылке можно перейти на страницу редактирования рассылки;
• Launch — идентификатор запуска рассылки, получаемый при генерации события (в поле launch_customer_ids ответа на запрос генерации события);","(56.66400146484375, 712.2355346679688, 62.18353271484375, 726.9367065429688)",,"['• Рассылка — название рассылки, которая началась в результате вызова события. При клике по ссылке можно перейти на страницу редактирования рассылки;', '• Launch — идентификатор запуска рассылки, получаемый при генерации события (в поле launch_customer_ids ответа на запрос генерации события);']"
ch1707,142,142,paragraph,12.0,142,"(303.239990234375, 810.47998046875, 323.5199890136719, 824.3999633789062)",,
ch1708,142,142,list_block,12.0,"• Запуск, Остановка — даты запуска и остановки рассылки соответственно (в текущей версии Maxbot) не заполняется;
• Состояние — текущее состояние рассылки;
• CID — идентификатор клиента, для которого началась рассылка;
• Статус — состояние запуска рассылки для клиента, см. ранее описание фильтра «Состояние запусков рассылки для клиента»;
• Попыток — количество попыток начать рассылку;
• Последняя попытка — дата последней попытки начать рассылку для клиента.
• Аргументы — аргументы события, переданные при генерации. Для просмотра и копирования нужно навести мышью на «глазок».","(56.66400146484375, 42.675537109375, 62.18353271484375, 57.376708984375)",,"['• Запуск, Остановка — даты запуска и остановки рассылки соответственно (в текущей версии Maxbot) не заполняется;', '• Состояние — текущее состояние рассылки;', '• CID — идентификатор клиента, для которого началась рассылка;', '• Статус — состояние запуска рассылки для клиента, см. ранее описание фильтра «Состояние запусков рассылки для клиента»;', '• Попыток — количество попыток начать рассылку;', '• Последняя попытка — дата последней попытки начать рассылку для клиента.', '• Аргументы — аргументы события, переданные при генерации. Для просмотра и копирования нужно навести мышью на «глазок».']"
ch1715,142,142,reference,11.04,"Рисунок 184 — Пример вывода информации о рассылках в мессенджер, которые начались сразу после возникновения события","(57.86399841308594, 544.8931884765625, 568.322021484375, 557.6995849609375)",,
ch1716,142,142,paragraph,12.0,SMS-рассылка (одна или несколько) началась сразу после возникновения события,"(56.66400146484375, 582.6500244140625, 538.1799926757812, 596.5700073242188)",,
ch1717,142,142,reference,12.0,Сведения о начавшихся SMS-рассылках практически аналогичны варианту с рассылкой в мессенджер. Дополнительно для SMS-рассылок отображаются следующие данные (см. Рисунок 185):,"(56.66400146484375, 605.7100219726562, 569.9539184570312, 619.6300048828125)",142,
ch1718,142,142,list_block,12.0,"• Телефон — телефон, для которого сгенерировано событие;
• Мессенджеры — список messenger_order, как он был указан при вызове события;
• Временная зона — значение поля timezone, указанное при вызове события.","(56.66400146484375, 664.20556640625, 62.18353271484375, 678.90673828125)",,"['• Телефон — телефон, для которого сгенерировано событие;', '• Мессенджеры — список messenger_order, как он был указан при вызове события;', '• Временная зона — значение поля timezone, указанное при вызове события.']"
ch1721,143,143,paragraph,12.0,143,"(303.239990234375, 810.47998046875, 323.5199890136719, 824.3999633789062)",,
ch1722,143,143,reference,11.04,"Рисунок 185 — Пример вывода информации о SMS-рассылке, которая началась сразу после возникновения события","(68.66400146484375, 293.06317138671875, 557.2935791015625, 305.86956787109375)",,
ch1723,143,143,reference,12.0,"Если сообщения не приходят, то разобраться в причине можно, изучив ответ от SMS- провайдера. Для этого необходимо нажать на иконку в поле «Ошибка» (если ошибка имеет место), см. рисунок 186:","(56.66400146484375, 328.65997314453125, 567.0999755859375, 342.5799865722656)",142,
ch1724,143,143,reference,11.04,Рисунок 186 — Просмотр информации об ошибке при отправке SMS-рассылок,"(106.61000061035156, 700.4631958007812, 519.6699829101562, 713.2695922851562)",,
ch1725,143,143,paragraph,12.0,Вызов события отложен до подтверждения номера телефона,"(56.66400146484375, 725.5, 409.25, 739.4199829101562)",,
ch1726,143,143,reference,12.0,"Сведения о событиях, отложенных до подтверждения номера телефона, практически аналогичны вариантам, описанным ранее. Дополнительно отображаются следующие данные (см. Рисунок 187):","(56.66400146484375, 748.5360107421875, 570.02197265625, 762.4559936523438)",143,
ch1727,144,144,paragraph,12.0,144,"(302.760009765625, 810.47998046875, 323.760009765625, 824.3999633789062)",,
ch1728,144,144,list_block,12.0,"• TTL — таймаут ожидания подтверждения номера телефона, заданный при вызове события;
• Истечение — дата, когда истекло ожидание.","(56.66400146484375, 42.675537109375, 62.18353271484375, 57.376708984375)",,"['• TTL — таймаут ожидания подтверждения номера телефона, заданный при вызове события;', '• Истечение — дата, когда истекло ожидание.']"
ch1730,144,144,reference,11.04,"Рисунок 187 — Пример вывода информации о событии, отложенном до подтверждения номера телефона","(65.06400299072266, 288.7431640625, 560.7406616210938, 301.549560546875)",,
ch1731,144,144,paragraph,12.0,Вызов события отложен до подписки на бота в мессенджере,"(56.66400146484375, 326.4999694824219, 406.8500061035156, 340.41998291015625)",,
ch1732,144,144,reference,12.0,"Сведения о событиях, отложенных до подписки на бота в мессенджера, практически аналогичны вариантам, описанным ранее. Дополнительно отображаются следующие данные (см. Рисунок 188):","(56.66400146484375, 349.79998779296875, 569.5819091796875, 363.7200012207031)",143,
ch1733,144,144,list_block,12.0,"• TTL — таймаут ожидания подписки на бота в мессенджере, заданный при вызове события;
• Истечение — дата, когда истекло ожидание подписки.","(56.66400146484375, 408.2955322265625, 62.18353271484375, 422.9967041015625)",,"['• TTL — таймаут ожидания подписки на бота в мессенджере, заданный при вызове события;', '• Истечение — дата, когда истекло ожидание подписки.']"
ch1735,144,144,reference,11.04,"Рисунок 188 — Пример вывода информации о событии, отложенном до подписки на бота в мессенджере","(76.34400177001953, 736.6991577148438, 549.6782836914062, 749.5055541992188)",,
ch1736,145,145,paragraph,12.0,145,"(303.0, 810.47998046875, 323.5199890136719, 824.3999633789062)",,
ch1737,145,145,paragraph,18.0,Аудит запусков рассылок,"(56.66400146484375, 42.54195785522461, 284.2860107421875, 65.0059585571289)",,
ch1738,145,145,reference,12.0,"В некоторых случаях исследование проблем удобнее проводить от рассылки, а не от события. Кроме того, не все рассылки начинаются по событию, некоторые начинаются при выставлении тега или в заданное время. В этом случае удобно использовать вкладку «Рассылки». На данной вкладке можно выполнить поиск информации о запусках рассылок по дате, а также по их характеристикам (для этого нужно нажать на иконку фильтра, см. Рисунок 189).","(56.66400146484375, 76.57999420166016, 569.4600830078125, 90.49999237060547)",144,
ch1739,145,145,reference,11.04,Рисунок 189 — Поиск рассылок по их характеристикам,"(168.30999755859375, 490.1431884765625, 457.9700012207031, 502.9495849609375)",,
ch1740,145,145,reference,12.0,"Перечень доступных фильтров и их описание приведены в таблице 11. Для поиска необходимо задать хотя бы один из обязательных фильтров – «Идентификатор», «Название рассылки» или «Дата начала рассылки для клиента».","(56.66400146484375, 513.0499877929688, 570.0098876953125, 526.969970703125)",144,
ch1741,145,145,reference,11.04,Таблица 11 — Описание фильтров для поиска рассылок,"(56.66400146484375, 571.0531616210938, 348.5, 583.8595581054688)",,
ch1742,145,145,paragraph,12.0,Фильтр Описание,"(62.42399978637695, 593.4700317382812, 106.97000122070312, 607.3900146484375)",,
ch1743,145,145,paragraph,12.0,Идентификатор Идентификатор рассылки.,"(62.42399978637695, 614.3500366210938, 154.97000122070312, 628.27001953125)",,
ch1744,145,145,paragraph,12.0,Состояние рассылки Текущее состояние рассылки.,"(62.42399978637695, 634.989990234375, 185.7100067138672, 648.9099731445312)",,
ch1745,145,145,paragraph,12.0,"Имя клиента Часть или полное имя клиента, для которого началась рассылка.","(62.42399978637695, 655.3900146484375, 136.00999450683594, 669.3099975585938)",,
ch1746,145,145,paragraph,12.0,"Мессенджер Мессенджер, через который началась рассылка.","(62.42399978637695, 689.739990234375, 138.88999938964844, 703.6599731445312)",,
ch1747,145,145,paragraph,12.0,"Номер телефона Номер телефона клиента, для которого началась рассылка.","(62.42399978637695, 710.1400146484375, 161.7100067138672, 724.0599975585938)",,
ch1748,145,145,reference,12.0,Состояние запусков рассылки для клиента См. аналогичное поле ранее в таблице 10.,"(62.42399978637695, 730.2999877929688, 181.9920196533203, 744.219970703125)",136,
