id,label,chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items_raw,level,order,figure_id,figure_number,page,caption_text,file,saved_ext,width_px,height_px,value
chunk_ch1972,Chunk,ch1972,162.0,162.0,paragraph,12.0,"when_stop string Дата и время, когда прекратятся попытки начать рассылку для клиентов согласно настройкам. Надо отличать это время от времени остановки рассылки маркетологом вручную (state = disabled или passive).","(62.42399978637695, 366.3599853515625, 126.16999816894531, 380.2799987792969)",,,,,,,,,,,,,
chunk_ch1973,Chunk,ch1973,162.0,162.0,reference,12.0,"Этот параметр ограничивает время, когда рассылка может начинаться для клиентов, даже если она остается в активном состоянии. См. раздел «","(345.739990234375, 468.3799743652344, 564.3321533203125, 482.29998779296875)",58,,,,,,,,,,,,
chunk_ch1974,Chunk,ch1974,162.0,162.0,paragraph,12.0,"Время, после которого рассылка не начнется для клиентов","(351.739990234375, 532.489990234375, 564.3319702148438, 546.4099731445312)",58,,,,,,,,,,,,
chunk_ch1975,Chunk,ch1975,162.0,162.0,paragraph,12.0,».,"(475.3900146484375, 548.5700073242188, 487.0299987792969, 562.489990234375)",58,,,,,,,,,,,,
chunk_ch1976,Chunk,ch1976,162.0,162.0,paragraph,12.0,"mailing_catalog_id int Идентификатор каталога, в котором находится рассылка.","(62.42399978637695, 570.8900146484375, 171.30999755859375, 584.8099975585938)",,,,,,,,,,,,,
chunk_ch1977,Chunk,ch1977,162.0,162.0,paragraph,12.0,"sms_provider_id int Идентификатор SMS-провайдера, который используется для отправки SMS в рамках этой рассылки.","(62.42399978637695, 612.1900024414062, 154.72999572753906, 626.1099853515625)",,,,,,,,,,,,,
chunk_ch1978,Chunk,ch1978,162.0,162.0,paragraph,12.0,"unsubscribable boolean Флаг, определяющий будет ли рассылка отправляться клиентам, которые отписались от рассылок.","(62.42399978637695, 671.02001953125, 149.2100067138672, 684.9400024414062)",,,,,,,,,,,,,
chunk_ch1979,Chunk,ch1979,162.0,162.0,paragraph,12.0,"skip_launched_custo mers boolean Флаг, определяющий может ли рассылка повторно отправляться клиенту, который ее уже получал.","(62.42399978637695, 729.8200073242188, 178.5480194091797, 743.739990234375)",,,,,,,,,,,,,
chunk_ch1980,Chunk,ch1980,163.0,163.0,paragraph,12.0,163 trigger_by enum of string:,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1981,Chunk,ch1981,163.0,163.0,list_block,12.0,"• tag
• event Определяет условия начала рассылки для рассылок с audience_formation = realtime. По тегу или по событию.","(207.6699981689453, 64.99554443359375, 213.1895294189453, 79.69671630859375)",,"['• tag', '• event Определяет условия начала рассылки для рассылок с audience_formation = realtime. По тегу или по событию.']",,,,,,,,,,,
chunk_ch1983,Chunk,ch1983,163.0,163.0,paragraph,12.0,"trigger_event_id int Идентификатор события, при возникновении которого рассылка начнется для клиента (только для рассылок по событию).","(62.42399978637695, 125.09000396728516, 156.19000244140625, 139.010009765625)",,,,,,,,,,,,,
chunk_ch1984,Chunk,ch1984,163.0,163.0,paragraph,12.0,"exclude_weekdays enum of int: [0, … 6] Дни недели, в которые рассылка не будет отправляться клиенту. 0 – понедельник, 1 – вторник и т.д..","(62.42399978637695, 201.4299774169922, 171.30999755859375, 215.3499755859375)",,,,,,,,,,,,,
chunk_ch1985,Chunk,ch1985,163.0,163.0,paragraph,12.0,"exclude_hours enum of int: [0, …, 23] Часы, в которые рассылка не будет отправляться клиенту.","(62.42399978637695, 259.9899597167969, 145.1300048828125, 273.90997314453125)",,,,,,,,,,,,,
chunk_ch1986,Chunk,ch1986,163.0,163.0,paragraph,12.0,audience_count int Количество клиентов в аудитории рассылки.,"(62.42399978637695, 301.2999572753906, 155.2100067138672, 315.219970703125)",,,,,,,,,,,,,
chunk_ch1987,Chunk,ch1987,163.0,163.0,paragraph,12.0,"draft boolean Флаг, определяющий есть ли в конструкторе рассылки изменения, которые не добавлены в сценарий этой рассылки в боте. Иными словами, есть ли разница между тем что задано в конструкторе рассылки и тем, что в действительности делает бот.","(62.42399978637695, 342.5799865722656, 92.78399658203125, 356.5)",,,,,,,,,,,,,
chunk_ch1988,Chunk,ch1988,163.0,163.0,paragraph,12.0,facebook_tag enum of string:,"(62.42399978637695, 488.29998779296875, 144.64999389648438, 502.2200012207031)",,,,,,,,,,,,,
chunk_ch1989,Chunk,ch1989,163.0,163.0,list_block,12.0,"• CONFIRMED_EVENT _UPDATE
• POST_PURCHASE_ UPDATE
• ACCOUNT_UPDATE Теги, добавляемые к сообщениям для клиентов Facebook*.","(207.6699981689453, 508.185546875, 213.1895294189453, 522.88671875)",,"['• CONFIRMED_EVENT _UPDATE', '• POST_PURCHASE_ UPDATE', '• ACCOUNT_UPDATE Теги, добавляемые к сообщениям для клиентов Facebook*.']",,,,,,,,,,,
chunk_ch1992,Chunk,ch1992,163.0,163.0,reference,12.0,Подробнее см. в разделе «,"(345.739990234375, 529.1300048828125, 413.2759704589844, 543.0499877929688)",59,,,,,,,,,,,,
chunk_ch1993,Chunk,ch1993,163.0,163.0,paragraph,12.0,Расширенные настройки,"(351.739990234375, 546.6499633789062, 495.884033203125, 560.5699462890625)",59,,,,,,,,,,,,
chunk_ch1994,Chunk,ch1994,163.0,163.0,paragraph,12.0,».,"(496.0299987792969, 546.6499633789062, 507.42999267578125, 560.5699462890625)",59,,,,,,,,,,,,
chunk_ch1995,Chunk,ch1995,163.0,163.0,paragraph,12.0,send_date string Дата и время первого запуска рассылки.,"(62.42399978637695, 599.4700317382812, 125.20999908447266, 613.3900146484375)",,,,,,,,,,,,,
chunk_ch1996,Chunk,ch1996,163.0,163.0,paragraph,12.0,"tags object Список тегов, приводящих к началу рассылки для клиента (action = start_on_add) или остановке рассылки для клиента (action = stop_on_add или action = stop_on_remove).","(62.42399978637695, 640.75, 90.6240005493164, 654.6699829101562)",,,,,,,,,,,,,
chunk_ch1997,Chunk,ch1997,164.0,164.0,paragraph,12.0,164 Поля объекта launch_settings,"(303.239990234375, 810.47998046875, 323.5199890136719, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch1998,Chunk,ch1998,164.0,164.0,paragraph,12.0,Название Тип Описание,"(62.42399978637695, 66.4999771118164, 120.6500015258789, 80.41997528076172)",,,,,,,,,,,,,
chunk_ch1999,Chunk,ch1999,164.0,164.0,paragraph,12.0,"on_create object Словарь, описывающий условия начала рассылки, если задано «Начать сразу после запуска рассылки».","(62.42399978637695, 90.2599868774414, 122.08999633789062, 104.17998504638672)",,,,,,,,,,,,,
chunk_ch2000,Chunk,ch2000,164.0,164.0,paragraph,12.0,"on_create_at_time object Словарь, описывающий условия начала рассылки, если задано «Начать в заданное время».","(62.42399978637695, 131.8099822998047, 171.07000732421875, 145.72998046875)",,,,,,,,,,,,,
chunk_ch2001,Chunk,ch2001,164.0,164.0,paragraph,12.0,"on_create_planned object Словарь, описывающий условия начала рассылки, если задано «Начать в заданное время и отправлять равномерно».","(62.42399978637695, 173.0900115966797, 174.19000244140625, 187.010009765625)",,,,,,,,,,,,,
chunk_ch2002,Chunk,ch2002,164.0,164.0,paragraph,12.0,"on_create_planned_ by_url object Словарь, описывающий условия начала рассылки, если задано «Начать в заданное время и отправлять равномерно (аудитория из внешней системы)».","(62.42399978637695, 227.5900115966797, 177.52798461914062, 241.510009765625)",,,,,,,,,,,,,
chunk_ch2003,Chunk,ch2003,164.0,164.0,paragraph,12.0,"keyword object Словарь, описывающий условия начала рассылки, если задано «Начинать при получении ключевых слов».","(62.42399978637695, 282.0999450683594, 112.48999786376953, 296.01995849609375)",,,,,,,,,,,,,
chunk_ch2004,Chunk,ch2004,164.0,164.0,paragraph,12.0,"realtime_tag object Словарь, описывающий условия начала рассылки, если задано «Начинать при выставлении тега».","(62.42399978637695, 320.4999694824219, 136.49000549316406, 334.41998291015625)",,,,,,,,,,,,,
chunk_ch2005,Chunk,ch2005,164.0,164.0,paragraph,12.0,"realtime_event object Словарь, описывающий условия начала рассылки, если задано «Начинать при возникновении события».","(62.42399978637695, 359.15997314453125, 148.00999450683594, 373.0799865722656)",,,,,,,,,,,,,
chunk_ch2006,Chunk,ch2006,164.0,164.0,paragraph,12.0,"on_create_launch object Словарь, описывающий условия начала рассылки, если задано «Начинать при возникновении события для заданной аудитории».","(62.42399978637695, 397.5599670410156, 165.30999755859375, 411.47998046875)",,,,,,,,,,,,,
chunk_ch2007,Chunk,ch2007,164.0,164.0,paragraph,12.0,Поля объекта macros,"(56.66400146484375, 475.5799865722656, 181.14999389648438, 489.5)",,,,,,,,,,,,,
chunk_ch2008,Chunk,ch2008,164.0,164.0,paragraph,12.0,Название Тип Описание,"(62.42399978637695, 499.5799865722656, 120.6500015258789, 513.5)",,,,,,,,,,,,,
chunk_ch2009,Chunk,ch2009,164.0,164.0,paragraph,12.0,[].id int Идентификатор макроса.,"(62.42399978637695, 523.3699951171875, 85.10399627685547, 537.2899780273438)",,,,,,,,,,,,,
chunk_ch2010,Chunk,ch2010,164.0,164.0,paragraph,12.0,[].name string Название макроса.,"(62.42399978637695, 547.3699951171875, 106.48999786376953, 561.2899780273438)",,,,,,,,,,,,,
chunk_ch2011,Chunk,ch2011,164.0,164.0,paragraph,12.0,[].type enum of string:,"(62.42399978637695, 571.1300048828125, 100.24800109863281, 585.0499877929688)",,,,,,,,,,,,,
chunk_ch2012,Chunk,ch2012,164.0,164.0,list_block,12.0,"• string
• decimal
• boolean
• date
• categorical Тип макроса.","(172.38999938964844, 584.9855346679688, 177.90953063964844, 599.6867065429688)",,"['• string', '• decimal', '• boolean', '• date', '• categorical Тип макроса.']",,,,,,,,,,,
chunk_ch2017,Chunk,ch2017,164.0,164.0,paragraph,12.0,"[].mailing_id int Идентификатор рассылки, в которой использован макрос.","(62.42399978637695, 676.7799682617188, 130.73001098632812, 690.699951171875)",,,,,,,,,,,,,
chunk_ch2018,Chunk,ch2018,164.0,164.0,paragraph,12.0,"[].count int Количество вхождений макроса в тексты и настройки рассылки. Иными словами, сколько раз макрос использован в рассылке.","(62.42399978637695, 718.0599975585938, 106.7300033569336, 731.97998046875)",,,,,,,,,,,,,
chunk_ch2019,Chunk,ch2019,165.0,165.0,paragraph,12.0,165 Поля объекта event_arguments,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2020,Chunk,ch2020,165.0,165.0,paragraph,12.0,Название Тип Описание,"(62.42399978637695, 66.4999771118164, 120.6500015258789, 80.41997528076172)",,,,,,,,,,,,,
chunk_ch2021,Chunk,ch2021,165.0,165.0,paragraph,12.0,[].id int Идентификатор аргумента события.,"(62.42399978637695, 90.2599868774414, 85.10399627685547, 104.17998504638672)",,,,,,,,,,,,,
chunk_ch2022,Chunk,ch2022,165.0,165.0,paragraph,12.0,"[].name string Название аргумента события (совпадает с названием макроса, использованного в рассылке, непосредственно используется в рассылке).","(62.42399978637695, 114.28995513916016, 106.48999786376953, 128.2099609375)",,,,,,,,,,,,,
chunk_ch2023,Chunk,ch2023,165.0,165.0,paragraph,12.0,[].title string Понятное человеку название аргумента события.,"(62.42399978637695, 173.0900115966797, 95.9280014038086, 187.010009765625)",,,,,,,,,,,,,
chunk_ch2024,Chunk,ch2024,165.0,165.0,paragraph,12.0,[].type enum of string:,"(62.42399978637695, 196.86997985839844, 100.24800109863281, 210.78997802734375)",,,,,,,,,,,,,
chunk_ch2025,Chunk,ch2025,165.0,165.0,list_block,12.0,"• string
• decimal
• boolean
• date
• categorical Тип макроса.","(172.38999938964844, 210.72552490234375, 177.90953063964844, 225.42669677734375)",,"['• string', '• decimal', '• boolean', '• date', '• categorical Тип макроса.']",,,,,,,,,,,
chunk_ch2030,Chunk,ch2030,165.0,165.0,paragraph,12.0,Пример выполнения запроса.,"(56.66400146484375, 326.0199890136719, 229.66000366210938, 339.94000244140625)",,,,,,,,,,,,,
chunk_ch2031,Chunk,ch2031,165.0,165.0,paragraph,10.08,"curl -X GET -H ""Authorization: Bearer Contoso:eyJoщfDsaJkKrsGFH..."" ""https://mailing-factory.midvix.ai/v1/mailing/12345/settings""","(56.66400146484375, 352.9281921386719, 437.9789733886719, 364.346923828125)",,,,,,,,,,,,,
chunk_ch2032,Chunk,ch2032,165.0,165.0,paragraph,12.0,Пример ответа:,"(56.66400146484375, 408.8399658203125, 148.49000549316406, 422.7599792480469)",,,,,,,,,,,,,
chunk_ch2033,Chunk,ch2033,165.0,165.0,paragraph,10.08,"{ ""event_arguments"": [ { ""id"": 735, ""name"": ""arg_1"", ""title"": ""Аргумент 1"", ""type"": ""string"" }, { ""id"": 736, ""name"": ""arg_2"", ""title"": ""Аргумент 2"", ""type"": ""decimal"" } ], ""launch_settings"": { ""realtime_event"": { ""exclude_hours"": [ 0, 1, 2, 3, 4, 5,","(56.66400146484375, 435.7481994628906, 68.23298645019531, 447.16693115234375)",,,,,,,,,,,,,
chunk_ch2034,Chunk,ch2034,166.0,166.0,paragraph,12.0,166,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2035,Chunk,ch2035,166.0,166.0,paragraph,10.08,"6, 7, 8, 22, 23 ], ""exclude_weekdays"": [ 5, 6 ], ""trigger_event_id"": 497, ""trigger_event_name"": ""event_abc"" } }, ""main"": { ""audience_formation"": ""realtime"", ""draft"": true, ""exclude_hours"": [ 0, 1, 2, 3, 4, 5, 6, 7, 8, 22, 23 ], ""exclude_weekdays"": [ 5, 6 ], ""id"": 3616, ""mailing_catalog_id"": 51, ""maxbot_name"": ""maxbot_contoso"", ""skip_launched_customers"": true, ""sms_provider_id"": 33, ""state"": ""init"", ""title"": ""Mailing name"", ""trigger_by"": ""event"", ""trigger_event_id"": 497, ""type"": ""target"", ""unsubscribable"": true } }","(56.66400146484375, 46.10820388793945, 118.65898132324219, 57.526954650878906)",,,,,,,,,,,,,
chunk_ch2036,Chunk,ch2036,167.0,167.0,paragraph,12.0,167,"(303.7200012207031, 810.47998046875, 323.0400085449219, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2037,Chunk,ch2037,167.0,167.0,paragraph,22.08,Термины и определения,"(56.66400146484375, 42.42030334472656, 318.0921325683594, 69.97614288330078)",,,,,,,,,,,,,
chunk_ch2038,Chunk,ch2038,167.0,167.0,paragraph,12.0,"Аудитория рассылки – множество клиентов, для которых бот выполняет сценарий рассылки. В некоторых случаях клиенты могут не получить рассылку, например, если они отписались от рассылок или от бота в своем мессенджере. Диалог – Совокупность сообщений между компанией (ее операторами и ботами) и клиентом, относящаяся к решению проблемы по его обращению.","(62.183998107910156, 88.0999526977539, 125.62801361083984, 102.01995086669922)",,,,,,,,,,,,,
chunk_ch2039,Chunk,ch2039,167.0,167.0,paragraph,12.0,"Диплинк – Специальным образом сформированная ссылка, позволяющая передавать от клиента боту произвольный набор параметров.","(62.183998107910156, 197.8300018310547, 112.97000122070312, 211.75)",,,,,,,,,,,,,
chunk_ch2040,Chunk,ch2040,167.0,167.0,reference,12.0,"Запуск рассылки (launch) – Сущность в консоли маркетолога, создаваемая в момент запуска рассылки. Каждая рассылка может быть выполнена произвольное количество раз и с различными настройками; для каждого случая будет создан отдельный запуск (launch). Канал – контейнер для обработки обращений клиентов и рассылок по определенной теме или иным характеристикам.","(62.183998107910156, 251.34996032714844, 104.9880142211914, 265.26995849609375)",,,,,,,,,,,,,
chunk_ch2041,Chunk,ch2041,167.0,167.0,paragraph,12.0,"Клиент – заказчик, покупатель или приобретатель услуг, обратившийся в компанию при помощи одного из мессенджеров.","(62.183998107910156, 349.5599670410156, 104.56999969482422, 363.47998046875)",,,,,,,,,,,,,
chunk_ch2042,Chunk,ch2042,167.0,167.0,paragraph,12.0,"Компания – организация, зарегистрированная в Maxbot и использующая бота для коммуникации с клиентами.","(62.183998107910156, 398.9999694824219, 120.88999938964844, 412.91998291015625)",,,,,,,,,,,,,
chunk_ch2043,Chunk,ch2043,167.0,167.0,paragraph,12.0,Мессенджер – одна из возможных платформ коммуникации с клиентом:,"(62.183998107910156, 432.8599853515625, 138.64999389648438, 446.7799987792969)",,,,,,,,,,,,,
chunk_ch2044,Chunk,ch2044,167.0,167.0,list_block,12.0,"• Viber;
• Telegram;
• ВКонтакте;
• Facebook*;
• Instagram*.","(200.7100067138672, 449.59552001953125, 206.2295379638672, 464.29669189453125)",,"['• Viber;', '• Telegram;', '• ВКонтакте;', '• Facebook*;', '• Instagram*.']",,,,,,,,,,,
chunk_ch2049,Chunk,ch2049,167.0,167.0,paragraph,12.0,"Консоль управления (Studio) – интерфейс Maxbot, предназначенный для настройки перечня ботов и их навыков, каналов, операторов и маркетологов.","(62.183998107910156, 542.3300170898438, 112.42800903320312, 556.25)",,,,,,,,,,,,,
chunk_ch2050,Chunk,ch2050,167.0,167.0,paragraph,12.0,"Рассылка – совокупность сценария, аудитории и условий начала рассылки. Сценарий рассылки – набор действий, выполняемых при проведении рассылки для каждого клиента. Например, отправка ему сообщений и изображений через заданный промежуток времени. Условия начала рассылки – условия, при которых сценарий рассылки запускается для каждого из клиентов в аудитории рассылки. Например, наступление определенного времени, установка тега для клиента или возникновение внешнего события (клиент посетил сайт, оплатил заказ). jinja- выражение – регулярное выражение шаблонизатора для языка программирования Python.","(62.183998107910156, 590.3500366210938, 121.12999725341797, 604.27001953125)",,,,,,,,,,,,,
chunk_ch2051,Chunk,ch2051,167.0,167.0,paragraph,12.0,"SMS- провайдер – организация, обеспечивающая отправку коротких сообщений (SMS). Она предоставляет доступ к SMS-шлюзу, при помощи","(62.183998107910156, 767.280029296875, 91.94400024414062, 781.2000122070312)",,,,,,,,,,,,,
chunk_ch2052,Chunk,ch2052,168.0,168.0,paragraph,12.0,168 которого Maxbot отправляет SMS в центр отправки сообщений мобильного оператора.,"(303.239990234375, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2053,Chunk,ch2053,169.0,169.0,paragraph,12.0,169,"(303.4800109863281, 810.47998046875, 323.2799987792969, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2054,Chunk,ch2054,169.0,169.0,paragraph,22.08,Приложение А. Перечень значений часовых поясов,"(56.66400146484375, 42.42030334472656, 571.6358642578125, 69.97614288330078)",,,,,,,,,,,,,
chunk_ch2055,Chunk,ch2055,169.0,169.0,reference,12.0,В подразделах и связанных с ними таблицах приведены возможные значения часовых поясов. Актуальный перечень часовых поясов содержится в таблице pg_timezone_names базы данных Maxbot.,"(56.66400146484375, 112.8499526977539, 569.7639770507812, 126.76995086669922)",,,,,,,,,,,,,
chunk_ch2056,Chunk,ch2056,169.0,169.0,paragraph,18.0,Europe,"(56.66400146484375, 176.97201538085938, 119.57599639892578, 199.43600463867188)",,,,,,,,,,,,,
chunk_ch2057,Chunk,ch2057,169.0,169.0,paragraph,12.0,Europe/Amsterdam Europe/Andorra Europe/Astrakhan Europe/Athens Europe/Belfast Europe/Belgrade Europe/Berlin Europe/Bratislava Europe/Brussels Europe/Bucharest Europe/Budapest Europe/Busingen,"(30.983999252319336, 214.15000915527344, 142.97000122070312, 228.07000732421875)",,,,,,,,,,,,,
chunk_ch2058,Chunk,ch2058,169.0,169.0,paragraph,12.0,Europe/Chisinau Europe/Copenhagen Europe/Dublin Europe/Gibraltar Europe/Guernsey Europe/Helsinki Europe/Isle_of_Man Europe/Istanbul,"(30.983999252319336, 273.9399719238281, 126.16999816894531, 287.8599853515625)",,,,,,,,,,,,,
chunk_ch2059,Chunk,ch2059,169.0,169.0,paragraph,12.0,Europe/Jersey Europe/Kaliningrad Europe/Kiev Europe/Kirov Europe/Lisbon Europe/Ljubljana Europe/London Europe/Luxembourg,"(30.983999252319336, 313.7799987792969, 115.12999725341797, 327.70001220703125)",,,,,,,,,,,,,
chunk_ch2060,Chunk,ch2060,169.0,169.0,paragraph,12.0,Europe/Madrid Europe/Malta Europe/Mariehamn Europe/Minsk Europe/Monaco Europe/Moscow Europe/Nicosia Europe/Oslo Europe/Paris Europe/Podgorica Europe/Prague Europe/Riga Europe/Rome Europe/Samara Europe/San_Marino Europe/Sarajevo,"(30.983999252319336, 353.6399841308594, 117.7699966430664, 367.55999755859375)",,,,,,,,,,,,,
chunk_ch2061,Chunk,ch2061,169.0,169.0,paragraph,12.0,Europe/Saratov Europe/Simferopol Europe/Skopje Europe/Sofia Europe/Stockholm Europe/Tallinn Europe/Tirane Europe/Tiraspol Europe/Ulyanovsk Europe/Uzhgorod Europe/Vaduz Europe/Vatican Europe/Vienna Europe/Vilnius Europe/Volgograd Europe/Warsaw,"(30.983999252319336, 433.3399658203125, 122.80999755859375, 447.2599792480469)",,,,,,,,,,,,,
chunk_ch2062,Chunk,ch2062,169.0,169.0,paragraph,12.0,Europe/Zagreb Europe/Zaporozhye Europe/Zurich,"(30.983999252319336, 513.0499877929688, 118.97000122070312, 526.969970703125)",,,,,,,,,,,,,
chunk_ch2063,Chunk,ch2063,169.0,169.0,paragraph,18.0,Asia,"(56.66400146484375, 541.8919677734375, 97.25399780273438, 564.3560180664062)",,,,,,,,,,,,,
chunk_ch2064,Chunk,ch2064,169.0,169.0,paragraph,12.0,Asia/Aden Asia/Almaty Asia/Amman Asia/Anadyr,"(30.983999252319336, 579.0499877929688, 92.30400085449219, 592.969970703125)",,,,,,,,,,,,,
chunk_ch2065,Chunk,ch2065,169.0,169.0,paragraph,12.0,Asia/Aqtau Asia/Aqtobe Asia/Ashgabat Asia/Ashkhabad Asia/Atyrau Asia/Baghdad Asia/Bahrain Asia/Baku,"(30.983999252319336, 598.989990234375, 97.60800170898438, 612.9099731445312)",,,,,,,,,,,,,
chunk_ch2066,Chunk,ch2066,169.0,169.0,paragraph,12.0,Asia/Bangkok Asia/Barnaul Asia/Beirut Asia/Bishkek Asia/Brunei Asia/Calcutta Asia/Chita Asia/Choibalsan,"(30.983999252319336, 638.8300170898438, 112.01000213623047, 652.75)",,,,,,,,,,,,,
chunk_ch2067,Chunk,ch2067,169.0,169.0,paragraph,12.0,Asia/Chongqing Asia/Chungking Asia/Colombo Asia/Dacca Asia/Damascus Asia/Dhaka Asia/Dili Asia/Dubai Asia/Dushanbe Asia/Famagusta Asia/Gaza Asia/Harbin Asia/Hebron Asia/Ho_Chi_Minh Asia/Hong_Kong Asia/Hovd,"(30.983999252319336, 678.7000122070312, 125.20999908447266, 692.6199951171875)",,,,,,,,,,,,,
chunk_ch2068,Chunk,ch2068,169.0,169.0,paragraph,12.0,Asia/Irkutsk Asia/Istanbul Asia/Jakarta Asia/Jayapura Asia/Jerusalem Asia/Kabul Asia/Kamchatka Asia/Karachi,"(30.983999252319336, 758.4000244140625, 98.56800079345703, 772.3200073242188)",,,,,,,,,,,,,
chunk_ch2069,Chunk,ch2069,170.0,170.0,paragraph,12.0,170 Asia/Kashgar Asia/Kathmandu Asia/Katmandu Asia/Khandyga Asia/Kolkata Asia/Krasnoyarsk Asia/Kuala_Lumpur Asia/Kuching,"(303.0, 810.47998046875, 323.5199890136719, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch2070,Chunk,ch2070,170.0,170.0,paragraph,12.0,Asia/Kuwait Asia/Macao Asia/Macau Asia/Magadan Asia/Makassar Asia/Manila Asia/Muscat Asia/Nicosia,"(30.983999252319336, 85.45999908447266, 100.96800231933594, 99.37999725341797)",,,,,,,,,,,,,
chunk_ch2071,Chunk,ch2071,170.0,170.0,paragraph,12.0,Asia/Novokuznetsk Asia/Novosibirsk Asia/Omsk Asia/Oral Asia/Phnom_Penh Asia/Pontianak Asia/Pyongyang Asia/Qatar Asia/Qostanay Asia/Qyzylorda Asia/Rangoon Asia/Riyadh,"(30.983999252319336, 125.32999420166016, 140.08999633789062, 139.25)",,,,,,,,,,,,,
chunk_ch2072,Chunk,ch2072,170.0,170.0,paragraph,12.0,Asia/Saigon Asia/Sakhalin Asia/Samarkand Asia/Seoul,"(30.983999252319336, 185.0900115966797, 102.16799926757812, 199.010009765625)",,,,,,,,,,,,,
chunk_ch2073,Chunk,ch2073,170.0,170.0,paragraph,12.0,Asia/Shanghai Asia/Singapore Asia/Srednekolymsk Asia/Taipei Asia/Tashkent Asia/Tbilisi Asia/Tehran Asia/Tel_Aviv Asia/Thimbu Asia/Thimphu Asia/Tokyo Asia/Tomsk Asia/Ujung_Pandang Asia/Ulaanbaatar Asia/Ulan_Bator Asia/Urumqi,"(30.983999252319336, 205.03001403808594, 115.8499984741211, 218.95001220703125)",,,,,,,,,,,,,
chunk_ch2074,Chunk,ch2074,170.0,170.0,paragraph,12.0,Asia/Ust-Nera Asia/Vientiane Asia/Vladivostok Asia/Yakutsk,"(30.983999252319336, 284.7399597167969, 114.16999816894531, 298.65997314453125)",,,,,,,,,,,,,
chunk_ch2075,Chunk,ch2075,170.0,170.0,paragraph,12.0,Asia/Yangon Asia/Yekaterinburg Asia/Yerevan,"(30.983999252319336, 304.6600036621094, 106.48999786376953, 318.58001708984375)",,,,,,,,,,,,,
chunk_ch2076,Chunk,ch2076,170.0,170.0,paragraph,18.0,Africa,"(56.66400146484375, 333.5019836425781, 106.79400634765625, 355.9659729003906)",,,,,,,,,,,,,
chunk_ch2077,Chunk,ch2077,170.0,170.0,paragraph,12.0,Africa/Abidjan Africa/Accra Africa/Addis_Ababa Africa/Algiers,"(30.983999252319336, 373.5599670410156, 114.6500015258789, 387.47998046875)",,,,,,,,,,,,,
chunk_ch2078,Chunk,ch2078,170.0,170.0,paragraph,12.0,Africa/Asmara Africa/Asmera Africa/Bamako Africa/Bangui,"(30.983999252319336, 397.0799865722656, 114.41000366210938, 411.0)",,,,,,,,,,,,,
chunk_ch2079,Chunk,ch2079,170.0,170.0,paragraph,12.0,Africa/Banjul Africa/Bissau Africa/Blantyre Africa/Brazzaville,"(30.983999252319336, 420.3599853515625, 106.01000213623047, 434.2799987792969)",,,,,,,,,,,,,
chunk_ch2080,Chunk,ch2080,170.0,170.0,paragraph,12.0,Africa/Bujumbura Africa/Cairo Africa/Casablanca Africa/Ceuta,"(30.983999252319336, 443.89996337890625, 131.69000244140625, 457.8199768066406)",,,,,,,,,,,,,
chunk_ch2081,Chunk,ch2081,170.0,170.0,paragraph,12.0,Africa/Conakry Africa/Dakar Africa/Dar_es_Salaam Africa/Djibouti,"(30.983999252319336, 467.1799621582031, 118.48999786376953, 481.0999755859375)",,,,,,,,,,,,,
chunk_ch2082,Chunk,ch2082,170.0,170.0,paragraph,12.0,Africa/Douala Africa/El_Aaiun Africa/Freetown Africa/Gaborone,"(30.983999252319336, 490.6999816894531, 112.48999786376953, 504.6199951171875)",,,,,,,,,,,,,
chunk_ch2083,Chunk,ch2083,170.0,170.0,paragraph,12.0,Africa/Harare Africa/Johannesburg Africa/Juba Africa/Kampala,"(30.983999252319336, 514.010009765625, 110.33000183105469, 527.9299926757812)",,,,,,,,,,,,,
chunk_ch2084,Chunk,ch2084,170.0,170.0,paragraph,12.0,Africa/Khartoum Africa/Kigali Africa/Kinshasa Africa/Lagos,"(30.983999252319336, 537.5299682617188, 125.93000030517578, 551.449951171875)",,,,,,,,,,,,,
chunk_ch2085,Chunk,ch2085,170.0,170.0,paragraph,12.0,Africa/Libreville Africa/Lome Africa/Luanda Africa/Lubumbashi,"(30.983999252319336, 560.8099975585938, 119.44999694824219, 574.72998046875)",,,,,,,,,,,,,
chunk_ch2086,Chunk,ch2086,170.0,170.0,paragraph,12.0,Africa/Lusaka Africa/Malabo Africa/Maputo Africa/Maseru,"(30.983999252319336, 584.3300170898438, 111.52999877929688, 598.25)",,,,,,,,,,,,,
chunk_ch2087,Chunk,ch2087,170.0,170.0,paragraph,12.0,Africa/Mbabane Africa/Mogadishu Africa/Monrovia Africa/Nairobi,"(30.983999252319336, 607.6300048828125, 126.16999816894531, 621.5499877929688)",,,,,,,,,,,,,
